Trafikkregistreringspunkt,Navn,Dato,Fra tidspunkt,Til tidspunkt,Felt,Trafikkmengde,"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,20:00,21:00,Totalt,1630,1468,161,34,49,10,68,64,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,21:00,22:00,Totalt i retning Alnabru,744,651,93,27,19,5,42,39,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,21:00,22:00,Totalt i retning Sentrum,712,635,77,18,13,3,43,35,8
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,21:00,22:00,Totalt,1456,1286,170,45,32,8,85,74,11
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,22:00,23:00,Totalt i retning Alnabru,544,486,58,13,14,9,22,20,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,22:00,23:00,Totalt i retning Sentrum,449,388,57,16,11,2,28,27,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,22:00,23:00,Totalt,993,874,115,29,25,11,50,47,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,23:00,00:00,Totalt i retning Alnabru,297,254,43,6,9,6,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,23:00,00:00,Totalt i retning Sentrum,281,239,42,8,16,6,12,11,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-02,23:00,00:00,Totalt,578,493,85,14,25,12,34,33,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,00:00,01:00,Totalt i retning Alnabru,245,197,48,7,6,4,31,25,6
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,00:00,01:00,Totalt i retning Sentrum,192,164,28,6,10,1,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,00:00,01:00,Totalt,437,361,76,13,16,5,42,36,6
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,01:00,02:00,Totalt i retning Alnabru,191,135,56,8,8,4,36,33,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,01:00,02:00,Totalt i retning Sentrum,110,86,24,5,4,3,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,01:00,02:00,Totalt,301,221,80,13,12,7,48,45,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,02:00,03:00,Totalt i retning Alnabru,142,103,39,6,1,3,29,23,6
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,02:00,03:00,Totalt i retning Sentrum,101,76,25,6,6,3,10,7,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,02:00,03:00,Totalt,243,179,64,12,7,6,39,30,9
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,03:00,04:00,Totalt i retning Alnabru,182,145,36,9,6,1,20,20,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,03:00,04:00,Totalt i retning Sentrum,99,55,44,11,12,6,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,03:00,04:00,Totalt,281,200,80,20,18,7,35,35,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,04:00,05:00,Totalt i retning Alnabru,191,142,49,10,7,5,27,24,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,04:00,05:00,Totalt i retning Sentrum,144,92,52,8,10,8,26,25,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,04:00,05:00,Totalt,335,234,101,18,17,13,53,49,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,05:00,06:00,Totalt i retning Alnabru,432,336,96,30,27,4,35,32,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,05:00,06:00,Totalt i retning Sentrum,473,326,147,35,43,14,55,55,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,05:00,06:00,Totalt,905,662,243,65,70,18,90,87,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,06:00,07:00,Totalt i retning Alnabru,1102,906,196,58,45,26,67,66,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,06:00,07:00,Totalt i retning Sentrum,1755,1427,328,95,93,45,95,93,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,06:00,07:00,Totalt,2857,2333,524,153,138,71,162,159,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,07:00,08:00,Totalt i retning Alnabru,1623,1409,212,51,59,46,56,56,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,07:00,08:00,Totalt i retning Sentrum,2081,1764,317,106,114,34,63,63,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,07:00,08:00,Totalt,3704,3173,529,157,173,80,119,119,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,08:00,09:00,Totalt i retning Alnabru,1707,1422,284,81,83,49,71,71,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,08:00,09:00,Totalt i retning Sentrum,1991,1615,376,142,108,44,82,82,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,08:00,09:00,Totalt,3698,3037,660,223,191,93,153,153,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,09:00,10:00,Totalt i retning Alnabru,1897,1497,400,93,125,43,139,139,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,09:00,10:00,Totalt i retning Sentrum,1721,1356,365,129,98,43,95,94,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,09:00,10:00,Totalt,3618,2853,765,222,223,86,234,233,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,10:00,11:00,Totalt i retning Alnabru,1992,1628,364,130,112,33,89,88,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,10:00,11:00,Totalt i retning Sentrum,1690,1329,361,115,120,27,99,98,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,10:00,11:00,Totalt,3682,2957,725,245,232,60,188,186,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,11:00,12:00,Totalt i retning Alnabru,1973,1628,344,112,121,21,90,90,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,11:00,12:00,Totalt i retning Sentrum,1638,1328,309,118,83,28,80,80,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,11:00,12:00,Totalt,3611,2956,653,230,204,49,170,170,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,12:00,13:00,Totalt i retning Alnabru,2167,1804,363,138,104,25,96,96,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,12:00,13:00,Totalt i retning Sentrum,1863,1560,303,100,100,34,69,68,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,12:00,13:00,Totalt,4030,3364,666,238,204,59,165,164,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,13:00,14:00,Totalt i retning Alnabru,2298,1949,349,123,108,29,89,88,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,13:00,14:00,Totalt i retning Sentrum,1865,1592,273,107,87,24,55,53,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,13:00,14:00,Totalt,4163,3541,622,230,195,53,144,141,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,14:00,15:00,Totalt i retning Alnabru,2381,2072,309,129,80,19,81,78,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,14:00,15:00,Totalt i retning Sentrum,2185,1880,305,100,88,39,78,75,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,14:00,15:00,Totalt,4566,3952,614,229,168,58,159,153,6
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,15:00,16:00,Totalt i retning Alnabru,2086,1868,218,87,67,15,49,48,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,15:00,16:00,Totalt i retning Sentrum,2119,1899,220,68,38,46,68,65,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,15:00,16:00,Totalt,4205,3767,438,155,105,61,117,113,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,16:00,17:00,Totalt i retning Alnabru,1940,1753,187,65,62,17,43,42,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,16:00,17:00,Totalt i retning Sentrum,1925,1746,179,59,45,44,31,30,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,16:00,17:00,Totalt,3865,3499,366,124,107,61,74,72,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,17:00,18:00,Totalt i retning Alnabru,1766,1599,167,65,48,13,41,39,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,17:00,18:00,Totalt i retning Sentrum,1604,1454,150,47,31,33,39,38,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,17:00,18:00,Totalt,3370,3053,317,112,79,46,80,77,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,18:00,19:00,Totalt i retning Alnabru,1373,1223,150,52,27,12,59,58,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,18:00,19:00,Totalt i retning Sentrum,1317,1230,87,29,14,11,33,32,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,18:00,19:00,Totalt,2690,2453,237,81,41,23,92,90,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,19:00,20:00,Totalt i retning Alnabru,1031,933,98,23,19,14,42,39,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,19:00,20:00,Totalt i retning Sentrum,968,897,71,18,12,4,37,35,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,19:00,20:00,Totalt,1999,1830,169,41,31,18,79,74,5
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,20:00,21:00,Totalt i retning Alnabru,844,766,76,25,22,5,24,24,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,20:00,21:00,Totalt i retning Sentrum,813,739,73,18,17,3,35,31,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,20:00,21:00,Totalt,1657,1505,149,43,39,8,59,55,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,21:00,22:00,Totalt i retning Alnabru,732,654,78,12,18,7,41,38,3
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,21:00,22:00,Totalt i retning Sentrum,702,624,78,20,15,6,37,33,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,21:00,22:00,Totalt,1434,1278,156,32,33,13,78,71,7
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,22:00,23:00,Totalt i retning Alnabru,607,569,38,8,7,8,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,22:00,23:00,Totalt i retning Sentrum,523,476,47,16,10,6,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,22:00,23:00,Totalt,1130,1045,85,24,17,14,30,29,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,23:00,00:00,Totalt i retning Alnabru,468,447,21,7,5,2,7,6,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,23:00,00:00,Totalt i retning Sentrum,382,355,26,8,6,4,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-03,23:00,00:00,Totalt,850,802,47,15,11,6,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,00:00,01:00,Totalt i retning Alnabru,342,300,42,10,11,1,20,18,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,00:00,01:00,Totalt i retning Sentrum,265,232,33,5,12,4,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,00:00,01:00,Totalt,607,532,75,15,23,5,32,30,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,01:00,02:00,Totalt i retning Alnabru,262,224,38,5,3,4,26,22,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,01:00,02:00,Totalt i retning Sentrum,194,167,27,7,6,6,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,01:00,02:00,Totalt,456,391,65,12,9,10,34,30,4
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,02:00,03:00,Totalt i retning Alnabru,239,221,18,4,3,4,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,02:00,03:00,Totalt i retning Sentrum,155,134,21,2,7,4,8,6,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,02:00,03:00,Totalt,394,355,39,6,10,8,15,13,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,03:00,04:00,Totalt i retning Alnabru,280,263,17,3,4,1,9,8,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,03:00,04:00,Totalt i retning Sentrum,111,93,18,0,5,3,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,03:00,04:00,Totalt,391,356,35,3,9,4,19,18,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,04:00,05:00,Totalt i retning Alnabru,240,203,37,8,4,0,25,24,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,04:00,05:00,Totalt i retning Sentrum,118,94,24,2,5,6,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,04:00,05:00,Totalt,358,297,61,10,9,6,36,35,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,05:00,06:00,Totalt i retning Alnabru,172,147,25,5,1,2,17,16,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,05:00,06:00,Totalt i retning Sentrum,122,103,19,3,3,6,7,6,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,05:00,06:00,Totalt,294,250,44,8,4,8,24,22,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,06:00,07:00,Totalt i retning Alnabru,266,239,27,7,9,2,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,06:00,07:00,Totalt i retning Sentrum,373,300,73,19,13,17,24,24,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,06:00,07:00,Totalt,639,539,100,26,22,19,33,33,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,07:00,08:00,Totalt i retning Alnabru,437,373,64,14,13,18,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,07:00,08:00,Totalt i retning Sentrum,445,381,64,16,14,12,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,07:00,08:00,Totalt,882,754,128,30,27,30,41,41,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,08:00,09:00,Totalt i retning Alnabru,629,572,57,20,9,12,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,08:00,09:00,Totalt i retning Sentrum,514,435,79,23,20,20,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,08:00,09:00,Totalt,1143,1007,136,43,29,32,32,32,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,09:00,10:00,Totalt i retning Alnabru,936,877,59,19,12,9,19,18,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,09:00,10:00,Totalt i retning Sentrum,855,759,96,26,24,23,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,09:00,10:00,Totalt,1791,1636,155,45,36,32,42,41,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,10:00,11:00,Totalt i retning Alnabru,1197,1120,77,33,14,12,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,10:00,11:00,Totalt i retning Sentrum,1067,962,105,40,23,12,30,30,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,10:00,11:00,Totalt,2264,2082,182,73,37,24,48,48,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,11:00,12:00,Totalt i retning Alnabru,1478,1397,81,28,31,6,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,11:00,12:00,Totalt i retning Sentrum,1421,1335,86,24,29,11,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,11:00,12:00,Totalt,2899,2732,167,52,60,17,38,38,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,12:00,13:00,Totalt i retning Alnabru,1640,1555,85,30,36,4,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,12:00,13:00,Totalt i retning Sentrum,1661,1561,100,37,28,17,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,12:00,13:00,Totalt,3301,3116,185,67,64,21,33,32,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,13:00,14:00,Totalt i retning Alnabru,1636,1568,68,28,24,7,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,13:00,14:00,Totalt i retning Sentrum,1606,1539,67,20,20,13,14,13,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,13:00,14:00,Totalt,3242,3107,135,48,44,20,23,22,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,14:00,15:00,Totalt i retning Alnabru,1677,1596,81,30,27,7,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,14:00,15:00,Totalt i retning Sentrum,1764,1677,87,35,21,10,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,14:00,15:00,Totalt,3441,3273,168,65,48,17,38,38,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,15:00,16:00,Totalt i retning Alnabru,1695,1629,66,37,16,3,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,15:00,16:00,Totalt i retning Sentrum,1590,1516,74,28,24,13,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,15:00,16:00,Totalt,3285,3145,140,65,40,16,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,16:00,17:00,Totalt i retning Alnabru,1561,1501,60,28,14,10,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,16:00,17:00,Totalt i retning Sentrum,1474,1421,53,21,21,1,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,16:00,17:00,Totalt,3035,2922,113,49,35,11,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,17:00,18:00,Totalt i retning Alnabru,1455,1372,83,33,22,8,20,20,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,17:00,18:00,Totalt i retning Sentrum,1540,1481,59,26,15,7,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,17:00,18:00,Totalt,2995,2853,142,59,37,15,31,31,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,18:00,19:00,Totalt i retning Alnabru,1422,1351,71,27,23,8,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,18:00,19:00,Totalt i retning Sentrum,1307,1252,55,19,19,7,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,18:00,19:00,Totalt,2729,2603,126,46,42,15,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,19:00,20:00,Totalt i retning Alnabru,980,934,46,18,9,5,14,13,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,19:00,20:00,Totalt i retning Sentrum,987,933,54,26,11,5,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,19:00,20:00,Totalt,1967,1867,100,44,20,10,26,25,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,20:00,21:00,Totalt i retning Alnabru,835,797,38,13,7,0,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,20:00,21:00,Totalt i retning Sentrum,833,769,64,15,25,8,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,20:00,21:00,Totalt,1668,1566,102,28,32,8,34,34,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,21:00,22:00,Totalt i retning Alnabru,653,612,41,12,5,5,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,21:00,22:00,Totalt i retning Sentrum,684,654,30,8,6,8,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,21:00,22:00,Totalt,1337,1266,71,20,11,13,27,27,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,22:00,23:00,Totalt i retning Alnabru,656,620,36,9,5,7,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,22:00,23:00,Totalt i retning Sentrum,524,511,13,1,2,4,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,22:00,23:00,Totalt,1180,1131,49,10,7,11,21,20,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,23:00,00:00,Totalt i retning Alnabru,650,618,32,10,5,4,13,11,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,23:00,00:00,Totalt i retning Sentrum,536,514,22,8,5,4,5,5,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-04,23:00,00:00,Totalt,1186,1132,54,18,10,8,18,16,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,00:00,01:00,Totalt i retning Alnabru,493,464,29,6,7,7,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,00:00,01:00,Totalt i retning Sentrum,430,417,13,4,2,3,4,4,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,00:00,01:00,Totalt,923,881,42,10,9,10,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,01:00,02:00,Totalt i retning Alnabru,385,351,34,6,3,7,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,01:00,02:00,Totalt i retning Sentrum,342,316,25,6,3,4,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,01:00,02:00,Totalt,727,667,59,12,6,11,30,29,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,02:00,03:00,Totalt i retning Alnabru,278,265,13,4,3,1,5,5,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,02:00,03:00,Totalt i retning Sentrum,260,252,8,2,3,2,1,1,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,02:00,03:00,Totalt,538,517,21,6,6,3,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,03:00,04:00,Totalt i retning Alnabru,362,348,14,7,1,0,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,03:00,04:00,Totalt i retning Sentrum,169,158,11,1,2,4,4,4,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,03:00,04:00,Totalt,531,506,25,8,3,4,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,04:00,05:00,Totalt i retning Alnabru,312,288,24,6,3,2,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,04:00,05:00,Totalt i retning Sentrum,109,89,20,2,3,5,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,04:00,05:00,Totalt,421,377,44,8,6,7,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,05:00,06:00,Totalt i retning Alnabru,213,200,13,1,3,1,8,7,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,05:00,06:00,Totalt i retning Sentrum,118,102,16,3,0,7,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,05:00,06:00,Totalt,331,302,29,4,3,8,14,13,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,06:00,07:00,Totalt i retning Alnabru,195,180,15,7,2,3,3,3,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,06:00,07:00,Totalt i retning Sentrum,177,157,20,2,4,9,5,5,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,06:00,07:00,Totalt,372,337,35,9,6,12,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,07:00,08:00,Totalt i retning Alnabru,286,255,31,5,2,15,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,07:00,08:00,Totalt i retning Sentrum,227,199,28,6,2,7,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,07:00,08:00,Totalt,513,454,59,11,4,22,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,08:00,09:00,Totalt i retning Alnabru,351,318,33,10,2,4,17,16,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,08:00,09:00,Totalt i retning Sentrum,307,268,39,14,5,9,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,08:00,09:00,Totalt,658,586,72,24,7,13,28,27,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,09:00,10:00,Totalt i retning Alnabru,490,458,32,5,6,6,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,09:00,10:00,Totalt i retning Sentrum,548,471,77,24,16,10,27,27,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,09:00,10:00,Totalt,1038,929,109,29,22,16,42,42,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,10:00,11:00,Totalt i retning Alnabru,940,866,74,23,21,11,19,18,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,10:00,11:00,Totalt i retning Sentrum,781,726,55,16,11,5,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,10:00,11:00,Totalt,1721,1592,129,39,32,16,42,41,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,11:00,12:00,Totalt i retning Alnabru,1057,1010,47,13,11,7,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,11:00,12:00,Totalt i retning Sentrum,1113,1037,76,16,18,11,31,30,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,11:00,12:00,Totalt,2170,2047,123,29,29,18,47,45,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,12:00,13:00,Totalt i retning Alnabru,1351,1284,67,23,16,7,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,12:00,13:00,Totalt i retning Sentrum,1386,1309,77,27,15,10,25,24,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,12:00,13:00,Totalt,2737,2593,144,50,31,17,46,45,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,13:00,14:00,Totalt i retning Alnabru,1471,1406,65,22,18,10,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,13:00,14:00,Totalt i retning Sentrum,1536,1460,76,31,24,6,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,13:00,14:00,Totalt,3007,2866,141,53,42,16,30,28,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,14:00,15:00,Totalt i retning Alnabru,1546,1472,74,27,25,7,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,14:00,15:00,Totalt i retning Sentrum,1588,1508,80,25,27,4,24,23,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,14:00,15:00,Totalt,3134,2980,154,52,52,11,39,38,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,15:00,16:00,Totalt i retning Alnabru,1628,1560,68,21,27,4,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,15:00,16:00,Totalt i retning Sentrum,1670,1607,63,21,18,7,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,15:00,16:00,Totalt,3298,3167,131,42,45,11,33,32,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,16:00,17:00,Totalt i retning Alnabru,1510,1437,73,19,29,11,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,16:00,17:00,Totalt i retning Sentrum,1628,1554,74,19,26,4,25,24,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,16:00,17:00,Totalt,3138,2991,147,38,55,15,39,38,1
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,17:00,18:00,Totalt i retning Alnabru,1331,1267,62,24,15,4,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,17:00,18:00,Totalt i retning Sentrum,1348,1276,72,24,20,9,19,17,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,17:00,18:00,Totalt,2679,2543,134,48,35,13,38,36,2
33808V625649,"Helsfyr 1,2,3,4",2023-11-05,18:00,19:00,Totalt i retning Alnabru,1261,1182,79,14,21,9,35,34,1
